Month,Year,Quarter,Month_Name,Month_Index,User_Month_Key,Department_Month_Key,User_ID,Employee_Label,Department,Business_Unit,Role_Level,Location,Hire_Date,Training_Status,AI_Training_Date,AI_Champion,License_Tier,Active_Flag,New_User_Flag,Retained_User_Flag,Reactivated_User_Flag,Churned_User_Flag,First_Active_Month,Adoption_Stage,AI_Maturity_Score,User_Month_Messages,User_Month_Cost_USD,User_Month_Hours_Saved,User_Month_Value_USD,User_Month_ROI_Pct,Activity_ID,Tool,Tool_Category,Use_Case,Channel,Sessions,Messages,Days_Active,Active_Minutes,Input_Tokens,Output_Tokens,Usage_Cost_USD,License_Cost_USD,Total_Cost_USD,Estimated_Hours_Saved,Estimated_Value_USD,ROI_Pct,Satisfaction_Score,Successful_Response_Pct,Policy_Compliance_Pct,Sensitive_Data_Incidents,Escalations,Automation_Runs,Avg_Response_Time_Sec,Department_Headcount,Department_Active_Users,Department_Adoption_Rate_Pct,Adoption_Target_Pct,Adoption_Target_Gap_Pct,Active_User_Target,Message_Target,Department_Month_Messages,Department_Month_Cost_USD,Monthly_Budget_USD,Budget_Variance_USD,Department_Month_Hours_Saved,Hours_Saved_Target,Satisfaction_Target
2025-12-01,2025,Q4,December,12,U0031_2025-12,Sales_2025-12,U0031,Employee 031,Sales,Commercial,Individual Contributor,Santiago,2013-02-06,Not Trained,,No,Standard,1,0,1,0,0,2025-06-01,Advanced,72,165,55.71,15.98,400.65,619.2,A004187,Internal Sales Agent,Internal Agent,Forecasting,WhatsApp,5,49,4,133,36417,18566,0.2214,0,0.22,5.07,127.71,57950.0,3.7,82.1,94.3,0,0,0,7.09,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0031_2025-12,Sales_2025-12,U0031,Employee 031,Sales,Commercial,Individual Contributor,Santiago,2013-02-06,Not Trained,,No,Standard,1,0,1,0,0,2025-06-01,Advanced,72,165,55.71,15.98,400.65,619.2,A004188,ChatGPT Enterprise,Enterprise Assistant,Forecasting,Web,5,39,2,67,35373,20869,0.4899,25,25.49,3.63,87.46,243.1,3.9,90.4,95.8,0,0,0,5.39,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0032_2025-12,Sales_2025-12,U0032,Employee 032,Sales,Commercial,Individual Contributor,Santiago,2020-02-20,Trained,2025-06-01,No,Standard,1,0,1,0,0,2025-01-01,Regular,55,92,25.67,6.45,150.83,487.6,A004189,ChatGPT Enterprise,Enterprise Assistant,Sales Enablement,Web,8,92,4,263,28787,34816,0.6662,25,25.67,6.45,150.83,487.6,3.7,99.5,96.1,0,0,0,5.17,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0033_2025-12,Sales_2025-12,U0033,Employee 033,Sales,Commercial,Individual Contributor,Valparaíso,2021-04-28,Trained,2025-03-01,No,Standard,1,0,1,0,0,2025-07-01,Advanced,72,191,26.41,14.69,379.8,1338.1,A004190,ChatGPT Enterprise,Enterprise Assistant,Sales Enablement,Mobile,27,191,14,388,75341,69108,1.4133,25,26.41,14.69,379.8,1338.1,3.9,99.5,98.4,0,2,0,5.21,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0034_2025-12,Sales_2025-12,U0034,Employee 034,Sales,Commercial,Specialist,Valparaíso,2013-08-10,Trained,2025-05-01,No,Standard,0,0,0,0,1,2025-06-01,Not Active,0,0,0,0,0,0,I004191,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0035_2025-12,Sales_2025-12,U0035,Employee 035,Sales,Commercial,Manager,Valparaíso,2024-03-06,Trained,2025-01-01,No,Standard,1,0,1,0,0,2025-06-01,Regular,55,92,30.0,7.43,299.6,898.7,A004192,Microsoft Copilot,Enterprise Assistant,Sales Enablement,Web,8,92,4,138,31257,33966,0.0,30,30.0,7.43,299.6,898.7,4.5,91.2,99.6,0,0,0,3.04,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0036_2025-12,Sales_2025-12,U0036,Employee 036,Sales,Commercial,Individual Contributor,Antofagasta,2023-12-27,Trained,2025-05-01,No,Standard,1,0,1,0,0,2025-09-01,Advanced,79,196,30.62,19.74,440.74,1339.4,A004193,Microsoft Copilot,Enterprise Assistant,Sales Enablement,Web,5,41,3,107,14495,6309,0.0,30,30.0,3.72,86.34,187.8,3.6,93.9,100,0,0,0,3.73,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0036_2025-12,Sales_2025-12,U0036,Employee 036,Sales,Commercial,Individual Contributor,Antofagasta,2023-12-27,Trained,2025-05-01,No,Standard,1,0,1,0,0,2025-09-01,Advanced,79,196,30.62,19.74,440.74,1339.4,A004194,Internal Sales Agent,Internal Agent,Forecasting,Web,24,155,16,481,74685,59283,0.6236,0,0.62,16.02,354.4,57061.3,3.8,92.0,98.8,0,0,0,6.95,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0037_2025-12,Sales_2025-12,U0037,Employee 037,Sales,Commercial,Individual Contributor,Santiago,2023-12-22,Trained,2025-06-01,No,Standard,1,0,1,0,0,2025-07-01,Advanced,79,198,25.92,15.94,371.09,1331.7,A004195,Internal Sales Agent,Internal Agent,Sales Enablement,Web,9,67,7,203,41620,16742,0.2172,0,0.22,4.83,109.9,49854.5,4.0,92.2,97.8,0,0,0,5.1,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0037_2025-12,Sales_2025-12,U0037,Employee 037,Sales,Commercial,Individual Contributor,Santiago,2023-12-22,Trained,2025-06-01,No,Standard,1,0,1,0,0,2025-07-01,Advanced,79,198,25.92,15.94,371.09,1331.7,A004196,ChatGPT Enterprise,Enterprise Assistant,Sales Enablement,Web,18,131,15,304,78941,20327,0.6996,25,25.7,11.11,261.19,916.3,4.1,90.1,95.7,0,0,0,2.86,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0038_2025-12,Sales_2025-12,U0038,Employee 038,Sales,Commercial,Individual Contributor,Antofagasta,2024-08-22,Trained,2025-03-01,No,Standard,0,0,0,0,1,2025-06-01,Not Active,0,0,0,0,0,0,I004197,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0039_2025-12,Sales_2025-12,U0039,Employee 039,Sales,Commercial,Individual Contributor,Concepción,2023-07-07,Trained,2025-02-01,No,Standard,1,0,1,0,0,2025-02-01,Advanced,82,216,26.2,16.82,382.83,1361.2,A004198,Internal Sales Agent,Internal Agent,Forecasting,Web,13,149,10,329,97557,57262,0.6532,0,0.65,12.58,284.48,43666.2,3.2,98.4,99.0,0,0,0,6.36,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0039_2025-12,Sales_2025-12,U0039,Employee 039,Sales,Commercial,Individual Contributor,Concepción,2023-07-07,Trained,2025-02-01,No,Standard,1,0,1,0,0,2025-02-01,Advanced,82,216,26.2,16.82,382.83,1361.2,A004199,ChatGPT Enterprise,Enterprise Assistant,Meeting Summaries,Mobile,8,67,4,183,34662,25082,0.5495,25,25.55,4.24,98.35,284.9,4.2,88.6,97.9,0,0,0,5.06,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0040_2025-12,Sales_2025-12,U0040,Employee 040,Sales,Commercial,Specialist,Santiago,2023-03-05,Trained,2025-07-01,No,Premium,1,0,0,1,0,2025-01-01,Regular,56,146,0.37,6.65,214.63,57908.1,A004200,Internal Sales Agent,Internal Agent,Knowledge Search,Web,18,146,14,267,64512,29950,0.3686,0,0.37,6.65,214.63,57908.1,3.1,94.0,96.0,0,0,0,6.23,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0041_2025-12,Sales_2025-12,U0041,Employee 041,Sales,Commercial,Individual Contributor,Santiago,2023-11-05,Trained,2025-05-01,No,Standard,0,0,0,0,0,2025-05-01,Not Active,0,0,0,0,0,0,I004201,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0042_2025-12,Sales_2025-12,U0042,Employee 042,Sales,Commercial,Manager,Santiago,2019-05-10,Trained,2025-02-01,No,Standard,0,0,0,0,1,2025-02-01,Not Active,0,0,0,0,0,0,I004202,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0043_2025-12,Sales_2025-12,U0043,Employee 043,Sales,Commercial,Individual Contributor,Santiago,2024-07-13,Not Trained,,No,Standard,1,0,1,0,0,2025-08-01,Regular,45,78,0.22,6.69,164.71,74768.2,A004203,Internal Sales Agent,Internal Agent,Sales Enablement,WhatsApp,9,78,4,224,30385,19634,0.2178,0,0.22,6.69,164.71,74768.2,3.9,89.9,94.2,0,0,0,6.82,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0044_2025-12,Sales_2025-12,U0044,Employee 044,Sales,Commercial,Individual Contributor,Antofagasta,2019-02-06,Trained,2025-03-01,No,Premium,1,0,1,0,0,2025-03-01,Power User,100,353,26.55,17.18,414.93,1462.8,A004204,Internal Sales Agent,Internal Agent,Content Creation,Web,15,167,8,467,68890,77304,0.7562,0,0.76,9.06,207.83,27246.1,4.1,91.7,98.8,0,0,0,7.29,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0044_2025-12,Sales_2025-12,U0044,Employee 044,Sales,Commercial,Individual Contributor,Antofagasta,2019-02-06,Trained,2025-03-01,No,Premium,1,0,1,0,0,2025-03-01,Power User,100,353,26.55,17.18,414.93,1462.8,A004205,ChatGPT Enterprise,Enterprise Assistant,Knowledge Search,Mobile,22,186,15,572,68472,30109,0.794,25,25.79,8.12,207.1,703.0,3.6,88.8,99.2,0,0,0,2.77,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0045_2025-12,Sales_2025-12,U0045,Employee 045,Sales,Commercial,Specialist,Santiago,2021-08-25,Trained,2025-09-01,No,Standard,1,0,0,1,0,2025-08-01,Regular,44,72,30.0,5.4,169.54,465.1,A004206,Microsoft Copilot,Enterprise Assistant,Sales Enablement,Web,7,72,5,157,49030,13154,0.0,30,30.0,5.4,169.54,465.1,3.7,91.8,97.3,0,0,0,4.81,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0046_2025-12,Sales_2025-12,U0046,Employee 046,Sales,Commercial,Specialist,Santiago,2019-01-04,Trained,2025-04-01,No,Standard,1,0,1,0,0,2025-06-01,Advanced,76,180,25.66,14.62,455.62,1675.6,A004207,ChatGPT Enterprise,Enterprise Assistant,Content Creation,Web,6,41,4,80,24528,7110,0.2293,25,25.23,2.64,88.97,252.6,3.9,92.7,100.0,0,0,0,4.32,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0046_2025-12,Sales_2025-12,U0046,Employee 046,Sales,Commercial,Specialist,Santiago,2019-01-04,Trained,2025-04-01,No,Standard,1,0,1,0,0,2025-06-01,Advanced,76,180,25.66,14.62,455.62,1675.6,A004208,Internal Sales Agent,Internal Agent,Sales Enablement,WhatsApp,20,139,13,319,68546,37013,0.4332,0,0.43,11.98,366.65,85167.4,4.3,97.0,96.8,0,1,0,6.66,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0047_2025-12,Sales_2025-12,U0047,Employee 047,Sales,Commercial,Individual Contributor,Remote,2023-08-17,Trained,2025-01-01,No,Standard,1,0,1,0,0,2025-01-01,Regular,55,89,0.33,6.7,166.65,50400.0,A004209,Internal Sales Agent,Internal Agent,Content Creation,WhatsApp,11,89,8,238,57442,27096,0.3317,0,0.33,6.7,166.65,50400.0,4.0,95.8,97.4,0,0,0,2.73,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0048_2025-12,Sales_2025-12,U0048,Employee 048,Sales,Commercial,Individual Contributor,Santiago,2024-11-17,Trained,2025-04-01,No,Standard,1,0,1,0,0,2025-05-01,Regular,61,89,45.65,5.06,114.73,151.3,A004210,ChatGPT Enterprise,Enterprise Assistant,Meeting Summaries,Mobile,9,62,4,156,32933,27987,0.5845,25,25.58,4.18,92.93,263.3,4.0,99.5,100,0,0,0,5.41,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0048_2025-12,Sales_2025-12,U0048,Employee 048,Sales,Commercial,Individual Contributor,Santiago,2024-11-17,Trained,2025-04-01,No,Standard,1,0,1,0,0,2025-05-01,Regular,61,89,45.65,5.06,114.73,151.3,A004211,Gemini Enterprise,Enterprise Assistant,Knowledge Search,Web,2,27,1,54,6699,5345,0.0735,20,20.07,0.88,21.8,8.6,3.2,91.2,93.5,0,0,0,2.02,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0049_2025-12,Sales_2025-12,U0049,Employee 049,Sales,Commercial,Specialist,Santiago,2024-01-16,Trained,2025-02-01,No,Standard,1,0,1,0,0,2025-10-01,Explorer,47,44,0.17,5.11,167.11,98200.0,A004212,Internal Sales Agent,Internal Agent,Forecasting,Web,5,44,3,97,26972,15050,0.1743,0,0.17,5.11,167.11,98200.0,4.4,92.3,94.9,0,0,0,6.23,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0050_2025-12,Sales_2025-12,U0050,Employee 050,Sales,Commercial,Individual Contributor,Valparaíso,2018-11-21,Trained,2025-02-01,No,Standard,1,0,1,0,0,2025-03-01,Regular,55,88,0.42,5.97,136.38,32371.4,A004213,Internal Sales Agent,Internal Agent,Content Creation,WhatsApp,10,88,6,176,35146,43318,0.4168,0,0.42,5.97,136.38,32371.4,4.0,91.8,98.3,0,0,0,6.35,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0051_2025-12,Sales_2025-12,U0051,Employee 051,Sales,Commercial,Individual Contributor,Concepción,2022-06-22,Trained,2025-06-01,No,Standard,1,0,1,0,0,2025-03-01,Explorer,46,37,25.22,1.83,47.05,86.6,A004214,ChatGPT Enterprise,Enterprise Assistant,Knowledge Search,Mobile,5,37,2,112,11568,10559,0.2162,25,25.22,1.83,47.05,86.6,3.6,95.4,99.1,0,0,0,2.41,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0052_2025-12,Sales_2025-12,U0052,Employee 052,Sales,Commercial,Specialist,Santiago,2016-02-08,Trained,2025-04-01,No,Standard,1,0,1,0,0,2025-01-01,Power User,98,311,30.39,21.04,680.65,2139.7,A004215,Microsoft Copilot,Enterprise Assistant,Knowledge Search,Desktop,16,115,9,271,38587,31422,0.0,30,30.0,5.09,166.93,456.4,3.6,92.1,95.0,0,1,0,2.36,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0052_2025-12,Sales_2025-12,U0052,Employee 052,Sales,Commercial,Specialist,Santiago,2016-02-08,Trained,2025-04-01,No,Standard,1,0,1,0,0,2025-01-01,Power User,98,311,30.39,21.04,680.65,2139.7,A004216,Internal Sales Agent,Internal Agent,Sales Enablement,Web,18,196,16,334,70415,30713,0.3865,0,0.39,15.95,513.72,131623.1,3.9,94.2,97.8,0,1,0,2.39,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0053_2025-12,Sales_2025-12,U0053,Employee 053,Sales,Commercial,Individual Contributor,Santiago,2025-09-26,Trained,2025-03-01,No,Standard,0,0,0,0,1,2025-04-01,Not Active,0,0,0,0,0,0,I004217,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0054_2025-12,Sales_2025-12,U0054,Employee 054,Sales,Commercial,Individual Contributor,Remote,2023-10-01,Trained,2025-05-01,No,Premium,1,0,0,1,0,2025-06-01,Regular,47,90,20.44,8.06,200.55,881.2,A004218,Gemini Enterprise,Enterprise Assistant,Sales Enablement,Web,8,90,5,204,34875,33839,0.443,20,20.44,8.06,200.55,881.2,3.5,95.2,97.0,0,0,0,4.65,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0055_2025-12,Sales_2025-12,U0055,Employee 055,Sales,Commercial,Individual Contributor,Santiago,2020-04-14,Trained,2025-02-01,No,Standard,0,0,0,0,1,2025-05-01,Not Active,0,0,0,0,0,0,I004219,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0056_2025-12,Sales_2025-12,U0056,Employee 056,Sales,Commercial,Individual Contributor,Concepción,2022-12-14,Trained,2025-06-01,No,Premium,1,0,1,0,0,2025-08-01,Regular,49,53,0.25,4.17,104.39,41656.0,A004220,Internal Sales Agent,Internal Agent,Content Creation,Web,5,53,3,93,29560,24314,0.2536,0,0.25,4.17,104.39,41656.0,3.7,96.7,97.8,0,0,0,2.98,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0057_2025-12,Sales_2025-12,U0057,Employee 057,Sales,Commercial,Individual Contributor,Antofagasta,2023-04-26,Trained,2025-04-01,No,Standard,1,0,1,0,0,2025-08-01,Regular,54,81,0.16,3.04,78.24,48800.0,A004221,Internal Sales Agent,Internal Agent,Knowledge Search,Web,7,81,5,165,28031,12592,0.1568,0,0.16,3.04,78.24,48800.0,3.6,95.4,100,0,0,0,5.39,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0058_2025-12,Sales_2025-12,U0058,Employee 058,Sales,Commercial,Specialist,Remote,2025-07-06,Trained,2025-03-01,No,Standard,1,0,1,0,0,2025-09-01,Advanced,72,156,30.43,11.71,359.5,1081.4,A004222,Microsoft Copilot,Enterprise Assistant,Meeting Summaries,Web,4,52,2,162,22231,14446,0.0,30,30.0,3.31,108.17,260.6,3.8,88.3,95.8,0,0,0,4.93,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0058_2025-12,Sales_2025-12,U0058,Employee 058,Sales,Commercial,Specialist,Remote,2025-07-06,Trained,2025-03-01,No,Standard,1,0,1,0,0,2025-09-01,Advanced,72,156,30.43,11.71,359.5,1081.4,A004223,Internal Sales Agent,Internal Agent,Sales Enablement,Web,9,104,5,322,60754,38916,0.4328,0,0.43,8.4,251.33,58348.8,3.4,94.9,97.1,0,1,0,6.02,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0059_2025-12,Sales_2025-12,U0059,Employee 059,Sales,Commercial,Specialist,Santiago,2024-10-28,Trained,2025-01-01,No,Standard,1,0,1,0,0,2025-06-01,Advanced,71,151,23.15,15.21,467.86,1921.0,A004224,Internal Sales Agent,Internal Agent,Sales Enablement,Web,10,64,5,197,30519,12829,0.1637,0,0.16,5.26,168.09,104956.2,4.2,91.6,100,0,0,0,4.18,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0059_2025-12,Sales_2025-12,U0059,Employee 059,Sales,Commercial,Specialist,Santiago,2024-10-28,Trained,2025-01-01,No,Standard,1,0,1,0,0,2025-06-01,Advanced,71,151,23.15,15.21,467.86,1921.0,A004225,Claude Enterprise,Enterprise Assistant,Forecasting,Web,8,87,6,155,67699,43640,0.9931,22,22.99,9.95,299.77,1203.9,4.5,90.5,100,0,0,0,3.37,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0060_2025-12,Sales_2025-12,U0060,Employee 060,Sales,Commercial,Individual Contributor,Santiago,2023-10-23,Trained,2025-08-01,No,Standard,1,0,1,0,0,2025-09-01,Regular,56,94,0.43,9.64,244.76,56820.9,A004226,Internal Sales Agent,Internal Agent,Forecasting,WhatsApp,9,94,4,142,43427,43506,0.4349,0,0.43,9.64,244.76,56820.9,3.3,90.0,100,0,0,0,2.91,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0061_2025-12,Sales_2025-12,U0061,Employee 061,Sales,Commercial,Individual Contributor,Antofagasta,2023-01-18,Trained,2025-06-01,No,Standard,1,0,1,0,0,2025-02-01,Regular,52,75,0.25,3.45,84.27,33608.0,A004227,Internal Sales Agent,Internal Agent,Meeting Summaries,Web,7,75,4,210,35462,22496,0.2509,0,0.25,3.45,84.27,33608.0,3.9,97.0,98.7,0,0,0,2.53,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0062_2025-12,Sales_2025-12,U0062,Employee 062,Sales,Commercial,Individual Contributor,Concepción,2023-04-22,Trained,2025-06-01,No,Standard,1,0,1,0,0,2025-03-01,Advanced,66,159,26.18,13.53,304.88,1064.6,A004228,ChatGPT Enterprise,Enterprise Assistant,Sales Enablement,Web,27,159,22,341,71513,54996,1.1825,25,26.18,13.53,304.88,1064.6,3.7,94.0,96.3,0,1,0,5.4,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0063_2025-12,Sales_2025-12,U0063,Employee 063,Sales,Commercial,Individual Contributor,Remote,2023-12-12,Trained,2025-01-01,No,Premium,1,0,1,0,0,2025-03-01,Advanced,94,285,56.0,25.75,646.27,1054.1,A004229,Microsoft Copilot,Enterprise Assistant,Content Creation,Web,17,159,10,450,59677,75809,0.0,30,30.0,12.35,310.54,935.1,3.4,95.2,98.9,0,0,0,4.22,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0063_2025-12,Sales_2025-12,U0063,Employee 063,Sales,Commercial,Individual Contributor,Remote,2023-12-12,Trained,2025-01-01,No,Premium,1,0,1,0,0,2025-03-01,Advanced,94,285,56.0,25.75,646.27,1054.1,A004230,ChatGPT Enterprise,Enterprise Assistant,Forecasting,Web,14,126,8,324,77655,40720,0.9991,25,26.0,13.4,335.73,1191.3,4.1,96.6,99.2,0,0,0,2.61,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0064_2025-12,Sales_2025-12,U0064,Employee 064,Sales,Commercial,Manager,Antofagasta,2020-08-05,Trained,2025-06-01,No,Standard,0,0,0,0,1,2025-08-01,Not Active,0,0,0,0,0,0,I004231,No Activity,No Activity,No Activity,No Activity,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,64,54,84.4,74.1,10.3,47,6439,7239,1303.35,2121.6,818.25,531.9,515.1,4.1
2025-12-01,2025,Q4,December,12,U0065_2025-12,Customer Service_2025-12,U0065,Employee 065,Customer Service,Commercial,Specialist,Concepción,2025-09-28,Trained,2025-04-01,No,Standard,1,0,1,0,0,2025-05-01,Advanced,80,207,25.55,10.23,336.58,1217.3,A004232,Internal Support Agent,Internal Agent,Knowledge Search,Web,18,171,8,304,81886,34739,0.4417,0,0.44,8.43,279.56,63436.4,3.4,86.6,97.8,0,0,0,6.41,48,41,85.4,72.2,13.2,35,4795,5161,1082.62,1691.2,608.58,277.0,383.6,4.1
2025-12-01,2025,Q4,December,12,U0065_2025-12,Customer Service_2025-12,U0065,Employee 065,Customer Service,Commercial,Specialist,Concepción,2025-09-28,Trained,2025-04-01,No,Standard,1,0,1,0,0,2025-05-01,Advanced,80,207,25.55,10.23,336.58,1217.3,A004233,ChatGPT Enterprise,Enterprise Assistant,Knowledge Search,Mobile,6,36,4,88,8803,4713,0.1147,25,25.11,1.8,57.02,127.1,3.9,91.3,99.1,0,0,0,3.14,48,41,85.4,72.2,13.2,35,4795,5161,1082.62,1691.2,608.58,277.0,383.6,4.1
2025-12-01,2025,Q4,December,12,U0066_2025-12,Customer Service_2025-12,U0066,Employee 066,Customer Service,Commercial,Manager,Remote,2022-06-24,Trained,2025-03-01,No,Standard,1,0,1,0,0,2025-04-01,Explorer,46,34,30.0,1.82,71.86,139.5,A004234,Microsoft Copilot,Enterprise Assistant,Customer Support,Teams,3,34,1,75,12733,6911,0.0,30,30.0,1.82,71.86,139.5,3.9,97.0,96.9,0,0,0,3.52,48,41,85.4,72.2,13.2,35,4795,5161,1082.62,1691.2,608.58,277.0,383.6,4.1
2025-12-01,2025,Q4,December,12,U0067_2025-12,Customer Service_2025-12,U0067,Employee 067,Customer Service,Commercial,Individual Contributor,Santiago,2020-03-09,Trained,2025-04-01,Yes,Standard,1,0,1,0,0,2025-04-01,Advanced,94,239,46.72,13.55,345.93,640.4,A004235,Gemini Enterprise,Enterprise Assistant,Content Creation,Web,24,141,21,391,119605,34676,0.7056,20,20.71,7.92,203.88,884.5,3.8,87.0,100,0,0,0,3.03,48,41,85.4,72.2,13.2,35,4795,5161,1082.62,1691.2,608.58,277.0,383.6,4.1
